Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
8497,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.06,0.08,0.0,0.03,0.17,45.0,16.0,5.9,147.0,M
8498,TOEIC Test Training DS,DS,2007.0,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,,,,,
8499,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,,,,,
8500,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,71.0,12.0,8.5,21.0,E
8501,FlatOut,X,2004.0,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,71.0,39.0,8.2,21.0,T
8502,Chaotic: Shadow Warriors,PS3,2009.0,Action,Activision,0.15,0.0,0.0,0.02,0.17,,,,,E10+
8503,Mr. Do!s Castle,2600,1983.0,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,,,,,
8504,Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,,,,,
8505,Death Trap,2600,1982.0,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,,,,,
8506,Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,74.0,40.0,7.5,13.0,E
8507,Parodius,SAT,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17,,,,,
8508,Easy Piano,DS,2009.0,Misc,Game Life,0.04,0.11,0.0,0.02,0.16,52.0,4.0,,,E
8509,Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61.0,28.0,5.0,20.0,T
8510,Phantasy Star Online 2,PSV,2013.0,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8511,Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.0,0.02,0.16,65.0,7.0,8.7,9.0,E
8512,Sid Meiers Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16,94.0,50.0,8.3,914.0,E10+
8513,TransFormers Animated: The Game,DS,2008.0,Action,Activision,0.15,0.0,0.0,0.01,0.16,69.0,15.0,,,E
8514,Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.01,0.16,75.0,59.0,7.8,26.0,T
8515,Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.02,0.16,,,,,
8516,Chuck E. Cheeses Party Games,Wii,2010.0,Misc,UFO Interactive,0.15,0.0,0.0,0.01,0.16,,,,,E
8517,PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8518,Just Dance 2017,X360,2016.0,Misc,Ubisoft,0.11,0.04,0.0,0.02,0.16,,,,,E10+
8519,Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,71.0,21.0,4.9,8.0,E
8520,Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,,,,,
8521,Hot Wheels Velocity X,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.16,,,,,
8522,Driver: San Francisco,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.16,64.0,7.0,6.2,10.0,T
8523,Disney Friends,DS,2007.0,Simulation,Disney Interactive Studios,0.12,0.03,0.0,0.01,0.16,,,7.3,4.0,E
8524,Alien Resurrection,PS,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,61.0,12.0,7.5,15.0,M
8525,World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,28.0,9.0,6.0,E
8526,Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.05,0.07,0.02,0.02,0.16,63.0,32.0,6.4,46.0,M
8527,Odin Sphere: Leifthrasir,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.09,0.02,0.16,93.0,5.0,8.0,85.0,T
8528,ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,83.0,14.0,8.5,8.0,E
8529,Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,25.0,27.0,2.5,41.0,M
8530,Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8531,F1 Championship Season 2000,PS2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,71.0,11.0,,,E
8532,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8533,Pro Evolution Soccer 2014,PSP,2013.0,Action,Konami Digital Entertainment,0.0,0.02,0.14,0.0,0.16,,,,,E
8534,Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,74.0,11.0,8.4,5.0,T
8535,Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,,,,
8536,Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,,,,,
8537,Clash of the Titans,X360,2010.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,42.0,31.0,4.0,17.0,T
8538,NBA Live 08,Wii,2007.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,52.0,11.0,7.1,21.0,E
8539,Paws & Claws: Pet Resort,GBA,2006.0,Simulation,THQ,0.12,0.04,0.0,0.0,0.16,,,,,
8540,Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,69.0,25.0,8.9,28.0,T
8541,Curious George,GBA,2006.0,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16,65.0,5.0,,,E
8542,F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,59.0,15.0,6.4,14.0,E
8543,Stronghold 3,PC,2011.0,Strategy,7Sixty LLC,0.06,0.1,0.0,0.0,0.16,47.0,29.0,3.0,350.0,T
8544,Lethal Skies II,PS2,2003.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,73.0,26.0,,,T
8545,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,53.0,19.0,6.1,8.0,E10+
8546,Kamaitachi no Yoru \xc3\x97 3,PS2,2006.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8547,Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67.0,23.0,7.9,50.0,T
8548,Splatterhouse,PS3,2010.0,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.16,59.0,49.0,7.7,68.0,M
8549,Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,77.0,17.0,6.6,8.0,T
8550,Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,,,,,
8551,NCAA Football 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16,49.0,5.0,5.8,32.0,E
8552,The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16,,,,,
8553,Kings Field,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,,,,,
8554,Lets Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,,,,,
8555,Skylanders Imaginators,X360,2016.0,Platform,Activision,0.07,0.08,0.0,0.01,0.16,,,6.3,4.0,E10+
8556,World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,,,,,
8557,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006.0,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16,,,,,E
8558,Midway Arcade Treasures 2,GC,2004.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,74.0,21.0,,,M
8559,Castlevania Judgment,Wii,2008.0,Fighting,Konami Digital Entertainment,0.12,0.02,0.01,0.01,0.16,49.0,33.0,5.9,56.0,T
8560,NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.16,81.0,31.0,6.5,16.0,E
8561,Hot Wheels World Race,GC,2003.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,59.0,5.0,7.0,5.0,E
8562,Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.01,0.16,,,7.8,8.0,E
8563,San Goku Shi Taisen DS,DS,2007.0,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8564,Aliens: Infestation,DS,2011.0,Action,Sega,0.09,0.05,0.0,0.02,0.16,76.0,43.0,8.2,29.0,T
8565,Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,,,,,
8566,N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,,,,,
8567,Magic: The Gathering - Battlegrounds,X,2003.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,,,,,
8568,Apache: Air Assault,X360,2010.0,Simulation,Activision,0.12,0.03,0.0,0.01,0.16,70.0,26.0,6.4,31.0,T
8569,Dancing With The Stars,PS2,2007.0,Misc,Activision,0.08,0.06,0.0,0.02,0.16,,,,,E10+
8570,Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.12,0.02,0.0,0.03,0.16,66.0,8.0,3.7,20.0,E
8571,Otogirisou,SNES,1992.0,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,,,,,
8572,Finding Nemo: Escape to the Big Blue,DS,2006.0,Action,THQ,0.12,0.03,0.0,0.01,0.16,66.0,5.0,,,E
8573,Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16,,,,,
8574,SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8575,Crash Tag Team Racing,GC,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,66.0,14.0,7.3,11.0,E10+
8576,El Shaddai: Ascension of the Metatron,X360,2011.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75.0,44.0,7.0,47.0,T
8577,NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,45.0,9.0,7.4,10.0,E10+
8578,True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,66.0,32.0,7.7,11.0,E
8579,Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,,,,,
8580,TimeSplitters: Future Perfect,X,2005.0,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,83.0,54.0,8.9,35.0,M
8581,Zoo Hospital,Wii,2008.0,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.16,61.0,4.0,,,E
8582,Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.,0.15,0.0,0.0,0.01,0.16,37.0,4.0,3.5,8.0,E10+
8583,Family Feud Decades,Wii,2010.0,Misc,Ubisoft,0.15,0.0,0.0,0.01,0.16,,,,,E10+
8584,Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,67.0,23.0,,,E
8585,Thrillville: Off the Rails,X360,2007.0,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,73.0,24.0,2.8,34.0,E10+
8586,Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,,,,,
8587,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.08,0.06,0.01,0.01,0.16,,,,,
8588,Family Game Night 4: The Game Show,Wii,2011.0,Misc,Electronic Arts,0.12,0.03,0.0,0.01,0.16,,,,,E
8589,DS Rakubiki Jiten,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,,,,,
8590,Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,51.0,17.0,7.0,131.0,M
8591,SeaWorld Adventure Parks: Shamus Deep Sea Adventure,PS2,2005.0,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,,,,,
8592,Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,81.0,40.0,9.2,101.0,M
8593,Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,68.0,24.0,7.6,8.0,M
8594,Yu-Gi-Oh! 5Ds Tag Force 6,PSP,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8595,Dynasty Warriors 4,X,2003.0,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,75.0,18.0,8.8,18.0,T
8596,Warriors Orochi 3,X360,2011.0,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,71.0,9.0,8.1,19.0,T
8597,Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,51.0,18.0,5.2,17.0,M
8598,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,83.0,23.0,9.0,12.0,E
8599,Fracture,PS3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16,62.0,40.0,5.8,18.0,T
8600,The Incredibles: Rise of the Underminer,GC,2005.0,Action,THQ,0.12,0.03,0.0,0.0,0.16,67.0,7.0,6.6,7.0,E10+
8601,Dewys Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,67.0,29.0,6.3,15.0,E
8602,Jikkyou Powerful Pro Yakyuu 3 97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8603,Alone in the Dark: The New Nightmare,PS,2001.0,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,77.0,15.0,8.1,40.0,M
8604,The BIGS,PS3,2007.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,77.0,19.0,7.2,12.0,E
8605,Flushed Away,GC,2006.0,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16,47.0,4.0,,,E
8606,Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,55.0,19.0,7.8,94.0,T
8607,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16,,,,,
8608,Pro Yaky? Spirits 3,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8609,Silent Scope 3,PS2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,61.0,12.0,,,M
8610,NASCAR Heat 2002,GBA,2002.0,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16,52.0,4.0,,,E
8611,Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,Natsume,0.13,0.01,0.0,0.02,0.16,,,,,
8612,Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.09,0.05,0.0,0.01,0.16,74.0,16.0,7.3,6.0,E
8613,Namco Classic Fighter Collection,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,,,,,T
8614,International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,
8615,WRC 2: FIA World Rally Championship,PS3,2011.0,Racing,Ubisoft,0.0,0.12,0.0,0.04,0.16,,,,,
8616,Intellivision Lives!,PS2,2003.0,Misc,Play It,0.08,0.06,0.0,0.02,0.16,,,,,
8617,Robots,GC,2005.0,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16,56.0,4.0,,,E
8618,The King of Fighters XII,PS3,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,57.0,48.0,5.3,46.0,T
8619,Tak: Mojo Mistake,DS,2008.0,Action,THQ,0.15,0.0,0.0,0.01,0.16,,,,,E
8620,Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,74.0,32.0,8.1,21.0,T
8621,Rio,DS,2011.0,Misc,THQ,0.12,0.03,0.0,0.01,0.16,59.0,5.0,,,E
8622,SimEarth: The Living Planet,SNES,1991.0,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16,,,,,
8623,Grease Dance,X360,2011.0,Misc,505 Games,0.11,0.03,0.0,0.01,0.16,,,,,T
8624,Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,Capcom,0.0,0.0,0.16,0.0,0.16,,,,,
8625,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action,Activision,0.09,0.04,0.0,0.03,0.16,,,,,E10+
8626,Culdcept SAGA,X360,2006.0,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,75.0,33.0,8.7,49.0,T
8627,The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,,,,,E
8628,The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71.0,12.0,6.4,469.0,T
8629,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006.0,Misc,Activision,0.15,0.0,0.0,0.01,0.16,,,,,
8630,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16,,,,,
8631,The Powerpuff Girls: Chemical X-Traction,N64,2001.0,Action,BAM! Entertainment,0.13,0.03,0.0,0.0,0.16,,,,,
8632,Destruction Derby 64,N64,1999.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,,,,,
8633,Space Invaders,N64,1999.0,Shooter,Activision,0.13,0.03,0.0,0.0,0.16,,,,,
8634,California Speed,N64,1999.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,,,,,
8635,Starcraft 64,N64,2000.0,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,,,,,
8636,Buck Bumble,N64,1998.0,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16,,,,,
8637,Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16,,,,,
8638,Hydro Thunder,N64,2000.0,Racing,Midway Games,0.13,0.03,0.0,0.0,0.16,,,,,
8639,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,,,,,
8640,Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16,,,,,
8641,Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,Ubisoft,0.13,0.03,0.0,0.0,0.16,,,,,
8642,Fighters Destiny,N64,1998.0,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16,,,,,
8643,Create,PS3,2010.0,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,61.0,23.0,5.2,5.0,E
8644,Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,37.0,31.0,,,T
8645,Disney Art Academy,3DS,2016.0,Action,Nintendo,0.03,0.04,0.09,0.01,0.16,72.0,16.0,6.8,5.0,E
8646,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16,,,,,
8647,Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8648,Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,,,,,
8649,Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,63.0,17.0,7.6,13.0,T
8650,TimeShift,PS3,2007.0,Shooter,Vivendi Games,0.14,0.0,0.0,0.01,0.16,70.0,16.0,6.3,27.0,M
8651,Spyro: Shadow Legacy,DS,2005.0,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.16,50.0,18.0,5.7,16.0,E
8652,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,,,
8653,Rapala Pro Fishing,X,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,59.0,7.0,,,E
8654,Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.02,0.16,,,,,E
8655,The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.14,0.0,0.02,0.16,73.0,12.0,7.5,48.0,T
8656,Our House,DS,2009.0,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.01,0.16,,,,,E
8657,Bakugan Battle Brawlers: Defenders of the Core,Wii,2010.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,,,,,E10+
8658,Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,58.0,12.0,3.1,15.0,M
8659,Angry Birds Star Wars,XOne,2013.0,Strategy,Activision,0.11,0.04,0.0,0.02,0.16,53.0,4.0,6.9,63.0,E
8660,Sid Meiers Pirates!,Wii,2010.0,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,,,,,
8661,Blitz: The League,X360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,69.0,23.0,6.5,14.0,M
8662,Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,,,,,
8663,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,,,,,
8664,NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,E
8665,Take A Breaks: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16,,,,,
8666,Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16,,,,,E
8667,Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,,,,,E
8668,FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,73.0,44.0,7.5,27.0,T
8669,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,64.0,20.0,7.8,17.0,T
8670,Despicable Me: The Game,PSP,2010.0,Platform,D3Publisher,0.05,0.08,0.0,0.03,0.16,,,,,
8671,Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,62.0,34.0,7.0,16.0,T
8672,FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,
8673,NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,55.0,7.0,,,E
8674,J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,,,,,
8675,Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16,,,,,
8676,TNA iMPACT!,Wii,2008.0,Fighting,Midway Games,0.14,0.01,0.0,0.01,0.16,,,,,
8677,Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01,0.16,77.0,37.0,8.6,40.0,E10+
8678,Watchmen: The End is Nigh - The Complete Experience,PS3,2009.0,Action,Warner Bros. Interactive Entertainment,0.08,0.06,0.0,0.02,0.16,,,,,
8679,Konami Krazy Racers,GBA,2001.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,78.0,9.0,,,E
8680,Solitaire Overload Plus,DS,2010.0,Misc,Telegames,0.15,0.0,0.0,0.01,0.16,,,,,E
8681,Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16,,,,,
8682,F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,77.0,31.0,8.5,18.0,E
8683,Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,82.0,34.0,7.7,771.0,M
8684,Racing Lagoon,PS,1999.0,Racing,Square,0.0,0.0,0.15,0.01,0.16,,,,,
8685,Vegas Party,Wii,2009.0,Misc,Storm City Games,0.15,0.0,0.0,0.01,0.16,33.0,6.0,,,T
8686,Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,62.0,16.0,,,E
8687,Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.03,0.16,38.0,8.0,2.9,52.0,E10+
8688,Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.02,0.16,77.0,48.0,7.5,67.0,E10+
8689,The Walking Dead: Season One,XOne,2014.0,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,,,,,
8690,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,Sega,0.0,0.0,0.16,0.0,0.16,,,,,
8691,Around the World in 80 Days,DS,2010.0,Action,PlayV,0.0,0.14,0.0,0.02,0.16,,,,,E
8692,Burger Island,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.01,0.16,,,,,E
8693,Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,77.0,53.0,7.8,31.0,T
8694,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,505 Games,0.15,0.0,0.0,0.01,0.16,,,,,
8695,Custom Robo Arena,DS,2006.0,Fighting,Nintendo,0.01,0.02,0.12,0.0,0.16,74.0,22.0,8.3,27.0,E10+
8696,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,,,,,
8697,Power Rangers Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,,,,,
8698,Imagine: Ice Champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.01,0.16,,,,,E
8699,Transformer: Rise of the Dark Spark,X360,2014.0,Action,Activision,0.09,0.06,0.0,0.01,0.16,,,,,
8700,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,,,,,
8701,FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,
